user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,tweets
125945180,2017-11-17 05:01:24,[],0,0,HACHOO,1156,1513,CALL 404-453-1490,13424,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})","{'type': 'Point', 'coordinates': [34.1683, -118.605]}",b'HAPPY BIRTHDAY VANITY \xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a\xf0\x9f\x92\x99\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a\xf0\x9f\x92\x99 CUSTOM MINT AQUA WITH YELLOW STREAKS \xf0\x9f\x92\xaf SWIPE \xf0\x9f\x91\x89\xf0\x9f\x8f\xbd\xf0\x9f\x91\x89\xf0\x9f\x8f\xbd\xf0\x9f\x91\x89\xf0\x9f\x8f\xbd @ Woodland\xe2\x80\xa6 https://t.co/osUg09ekeJ'
1327101986,2017-11-17 05:01:08,"['Gamecube', 'BatenKaitos']",0,1,@Select_and_start,358,67,"Los Angeles, CA",219,None,None,b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5Baten Kaitos: Eternal Wings and the Lost Ocean\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n was out today in America in 2004!!!!!\n#Gamecube #BatenKaitos\xe2\x80\xa6 https://t.co/vnd1GW7XUc'
3128883168,2017-11-17 05:00:41,[],0,0,EllA,232,198,"Sylmar, Los Angeles",1405,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,b'Happy birthday to one of the most gorgeous and artistic souls I know \xf0\x9f\x92\x97\xf0\x9f\x92\x97 hope you had a great day! @danirosalie16'
235337625,2017-11-17 05:00:31,[],0,1,PHILIP CRAWFORD,2197,2348,"Los Angeles, California",198420,None,None,b'Today was MICKEY MOUSE Birthday I say:FUCK YOU MICKEY MOUSE YOU DIDN\xe2\x80\x99T CELEBRATE MY BIRTHDAY YESTERDAY SO WHY THE F\xe2\x80\xa6 https://t.co/q1k3iDpxMN'
2947629566,2017-11-17 05:00:22,['helpme'],0,0,panda jassy,190,239,,3015,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,b'Where can I find a cute birthday dress ? \xf0\x9f\x98\xa9 #helpme'
246676672,2017-11-17 04:58:01,[],0,0,TOLLYWOOD,124,13020,"Los Angeles, CA",71805,None,None,b'Biopic on Pullela Gopichand announced on his birthday\n\nhttps://t.co/CrPAD4AYdo https://t.co/Ef7HTeXMUR'
3227724246,2017-11-17 04:57:38,[],0,0,prilla,266,309,"Malibu, CA",3981,None,None,b'happy birthday to the best researcher out there and an even better friend. @josealczr \xe2\x9c\x8a\xf0\x9f\x8f\xbd https://t.co/xf3Xa0Hlln'
4909841992,2017-11-17 04:56:53,[],0,0,STEEZY,54,71,"Los Angeles, CA",190,None,None,b'Birthday weekend day #1 starts tomorrow'
38324996,2017-11-17 04:56:08,[],0,0,Jessi Jewel :),1958,503,"Los Angeles, CA",14664,None,None,b'Happy Birthday @Cdprincess5 https://t.co/QtVy0kwdRu'
2464048542,2017-11-17 04:54:08,[],0,0,Teresé Haley,181,254,"Los Angeles, CA",7223,None,None,"b""It's cach\xc3\xa9's birthday. I got my midterms back today. I made history along the way. And Lani dropped another song! I\xe2\x80\xa6 https://t.co/cfdMJBIblS"""
